,row,xmin,xmax,yfit.max,yfit.min
1001,1000,61.37698139,119.0158508,118.8594854,61.22972469
1002,1001,61.41245151,118.8694445,118.8973327,61.24318545
1003,1002,61.55064108,118.9416278,118.9366852,61.25615129
1004,1003,61.46818185,118.8435897,118.976898,61.26882254
1005,1004,61.20971254,118.6535936,119.0173262,61.28139953
1006,1005,61.26952223,118.8398407,119.0573248,61.29408259
1007,1006,61.61447172,119.2715034,119.0962491,61.30707205
1008,1007,61.59865973,119.2537101,119.1334541,61.32056824
1009,1008,61.28506222,118.8671328,119.168295,61.33477149
1010,1009,61.19265738,118.7667248,119.2001268,61.34988212
1011,1010,61.29320131,118.983916,119.2283047,61.36610046
1012,1011,61.36540415,119.1873931,119.2521838,61.38362685
1013,1012,61.29764965,119.1196969,119.2711192,61.40266162
1014,1013,61.39405597,119.3937257,119.2904819,61.42205011
1015,1014,61.61688037,119.6669969,119.3154122,61.44062258
1016,1015,61.65275841,119.5592657,119.344919,61.45855666
1017,1016,61.51631705,119.3297591,119.3780112,61.47603
1018,1017,61.54545457,119.4166861,119.4136978,61.49322026
1019,1018,61.74943668,119.5917055,119.4509877,61.51030508
1020,1019,61.83294485,119.6738927,119.4888899,61.5274621
1021,1020,61.76109169,119.6960956,119.5264132,61.54486898
1022,1021,61.76433569,119.8189005,119.5625667,61.56270337
1023,1022,61.88467368,120.1338967,119.5963592,61.5811429
1024,1023,61.71208239,120.1474553,119.6267998,61.60036523
1025,1024,61.28354701,119.7012821,119.6528972,61.62054801
1026,1025,61.12855479,119.4315462,119.6736605,61.64186889
1027,1026,61.26520981,119.529662,119.6880986,61.6645055
1028,1027,61.39493004,119.5675018,119.6952204,61.6886355
1029,1028,61.42478628,119.5907147,119.6940349,61.71443655
1030,1029,61.54749415,119.665132,119.6835511,61.74208627
1031,1030,61.86280108,119.869017,119.6702321,61.7706852
1032,1031,62.02748639,119.7885392,119.6603935,61.79929395
1033,1032,61.94059829,119.4988539,119.6528221,61.82803034
1034,1033,62.01445224,119.5114996,119.646305,61.85701218
1035,1034,62.22297981,119.6455905,119.6396291,61.88635729
1036,1035,62.19281275,119.6384616,119.6315813,61.91618348
1037,1036,62.0269231,119.4623543,119.6209486,61.94660856
1038,1037,62.08916086,119.5167056,119.6065179,61.97775035
1039,1038,62.28139085,119.6940559,119.5870763,62.00972666
1040,1039,62.10003886,119.380847,119.5614106,62.0426553
1041,1040,61.58560605,118.7000971,119.5283079,62.07665408
1042,1041,61.44436672,118.4894134,119.4865551,62.11184083
1043,1042,61.63277001,118.694833,119.4349391,62.14833335
1044,1043,61.64285159,118.728749,119.3722469,62.18624945
1045,1044,61.5271756,118.7870241,119.2972655,62.22570696
1046,1045,61.76633642,119.1757381,119.2087818,62.26682368
1047,1046,62.14289039,119.4602952,119.1055828,62.30971743
1048,1047,62.37428123,119.3785547,118.9921385,62.3539311
1049,1048,62.34922295,119.3820706,118.8736008,62.39894847
1050,1049,62.41497662,119.3919774,118.7497788,62.44479863
1051,1050,62.71583133,119.5267676,118.6204818,62.49151068
1052,1051,62.877059,119.5771561,118.4855191,62.5391137
1053,1052,62.76452987,119.2260877,118.3447,62.5876368
1054,1053,62.83686861,119.1134615,118.1978337,62.63710908
1055,1054,63.19932008,119.2875484,118.0447296,62.68755963
1056,1055,63.12053225,118.8719113,117.8851968,62.73901754
1057,1056,62.92177541,118.2477661,117.7190448,62.79151192
1058,1057,62.91983291,118.0455904,117.5460826,62.84507186
1059,1058,62.80005826,117.8813714,117.3661197,62.89972646
1060,1059,62.71721056,117.7372766,117.1789653,62.95550481
1061,1060,62.73749026,117.5813908,116.9844287,63.01243601
1062,1061,62.85472027,117.6443278,116.7823191,63.07054916
1063,1062,63.12280497,118.0384809,116.5724458,63.12987335
1064,1063,63.09996115,117.9370046,116.3546181,63.19043768
1065,1064,62.98568376,117.4996114,116.1285575,63.25224977
1066,1065,63.21008157,117.4317793,115.8941896,63.31528844
1067,1066,63.5725136,117.5645882,115.6516301,63.37953964
1068,1067,63.74906765,117.5636752,115.4009947,63.4449893
1069,1068,63.60217565,117.1972804,115.1423989,63.51162337
1070,1069,63.49557113,116.99932,114.8759585,63.57942778
1071,1070,63.63686871,116.8795454,114.601789,63.64838847
1072,1071,63.67468921,116.376282,114.3200061,63.71849138
1073,1072,63.54390058,115.5370047,114.0307255,63.78972244
1074,1073,63.37645691,114.8215035,113.7340628,63.86206759
1075,1074,63.15994562,114.2337218,113.4301336,63.93551277
1076,1075,63.03603341,113.3412781,113.1190537,64.01004392
1077,1076,63.14609561,112.2592463,112.8009385,64.08564697
1078,1077,64.08362471,109.7480769,112.4759039,64.16230787
1079,1078,65.52146463,105.7080614,112.1440653,64.24001255
1080,1079,66.20468143,103.776826,111.8055385,64.31874694
